Age,Account_Age_Years,Account Balance,Loan Amount,Interest Rate,Loan Term,Transaction Amount,Transaction_to_Balance_Ratio,CC_Utilization,Rewards Points,Days_Since_Last_Transaction,Anomaly
0.5294117647058824,0.7217391304347827,0.1219483343797487,0.6367732987773113,0.18222222222222223,0.5,0.29011471945659617,0.8840859041562179,4.0559594573294895,0.8142628525705141,0.6923076923076924,1
0.5686274509803921,0.7304347826086957,0.5946126291716334,0.9540701719145767,0.16444444444444445,0.5,0.33089004815731116,-0.31896988325331915,0.06353069745047281,0.4305861172234447,0.9285714285714286,1
0.13725490196078433,0.32608695652173914,0.8260797034853213,0.958924305000988,0.76,0.25,0.16627304112818822,-0.5731812096198668,0.16542982940493878,0.4841968393678736,1.0,1
0.6666666666666666,0.6478260869565218,0.746140648332661,0.07096620499429239,0.69,0.75,0.982056289120297,0.22770731904354116,3.096209468058892,0.9463892778555711,0.41483516483516486,1
0.9803921568627451,0.06956521739130435,0.6962301749788443,0.0017547469620585975,0.4855555555555556,0.0,0.11598253345148782,-0.5980876211802776,-0.8125880387909399,0.22084416883376676,0.7664835164835165,1
0.6666666666666666,0.30434782608695654,0.9289782234395015,0.9601068607421706,0.04999999999999999,0.25,0.9832151120128632,0.04426877333487408,-0.5187611649525903,0.04770954190838168,0.576923076923077,1
0.4901960784313726,0.021739130434782608,0.39415180200810646,0.5353272452024124,0.47222222222222215,0.25,0.7065872465325532,0.5555161740924269,0.0728137631161103,0.5745149029805962,0.7829670329670331,1
0.5686274509803921,0.0,0.1366153367081492,0.7004547317743929,0.8344444444444443,0.0,0.08907699155141925,-0.26908054587532676,0.6183356915979674,0.5559111822364473,0.8379120879120879,1
0.6666666666666666,0.4652173913043478,0.10131524804087794,0.9127070544257349,0.011111111111111127,1.0,0.1519681945218552,0.281463713730598,0.562461948021232,0.4431886377275455,0.15384615384615385,-1
0.7254901960784313,0.043478260869565216,0.9551618607387997,0.4331385474385921,0.10222222222222221,0.25,0.3270005733967945,-0.4715162757142936,0.21604165439672257,0.8226645329065814,0.903846153846154,1
0.1960784313725491,0.32173913043478264,0.5887779789726123,0.44063909043846633,0.8088888888888888,1.0,0.2603462033513639,-0.4008101732345306,0.9611583207307394,0.46239247849569914,0.20329670329670332,1
0.37254901960784315,0.7521739130434782,0.8108101276828928,0.16689550232795888,0.5255555555555556,0.75,0.9734392981302451,0.14548736550188776,0.7956682186183988,0.3487697539507902,0.2087912087912088,1
0.8823529411764707,0.5260869565217391,0.5353238478562641,0.9059364992267355,0.6622222222222223,0.5,0.6134964774189925,0.1016491650621775,-0.7197133901171148,0.21014202840568114,0.1098901098901099,1
0.5882352941176471,0.3652173913043478,0.39813222443637647,0.647713521431756,0.7455555555555555,0.75,0.07430901676483913,-0.5836216157492795,1.8796299981826596,0.4832966593318664,0.005494505494505495,1
0.6470588235294118,0.31739130434782614,0.1997258088487308,0.18018654699439365,0.3,0.5,0.5255201671271216,1.106409386675849,0.023273701527012334,0.4768953790758152,0.521978021978022,1
0.21568627450980393,0.26956521739130435,0.856467200692353,0.5598091906607289,0.29777777777777775,0.25,0.8974181105172196,0.036055705610625065,-0.2889000788210501,0.7000400080016004,0.030219780219780223,1
